mode,#try,loss,val_loss,mae,val_mae,train_time
single,20,"[0.035458844155073166, 0.019319485872983932, 0.018038565292954445, 0.017104364931583405, 0.01537664420902729, 0.01364489272236824, 0.014430475421249866, 0.011733388528227806, 0.014967076480388641, 0.011607153341174126]","[0.014037379994988441, 0.014907588250935078, 0.016985980793833733, 0.004534843377768993, 0.022330446168780327, 0.007519460748881102, 0.006364302709698677, 0.013597236946225166, 0.007932810112833977, 0.00407460005953908]","[0.1513839215040207, 0.11210372298955917, 0.10924619436264038, 0.10600865632295609, 0.0964980274438858, 0.09903240948915482, 0.09488379955291748, 0.09247556328773499, 0.10182047635316849, 0.08645225316286087]","[0.10624109953641891, 0.10985630005598068, 0.11818508803844452, 0.05334997922182083, 0.13853545486927032, 0.07192128151655197, 0.06682495772838593, 0.10221944749355316, 0.07687897980213165, 0.05356733873486519]",46.61216616630554
single,21,"[0.039006903767585754, 0.019725210964679718, 0.019177904352545738, 0.01606590673327446, 0.014012004248797894, 0.01562243327498436, 0.013097850605845451, 0.010627717711031437, 0.01104725245386362, 0.01268273126333952]","[0.022528136149048805, 0.06185317784547806, 0.021004097536206245, 0.007287780288606882, 0.011206037364900112, 0.015235649421811104, 0.00569449458271265, 0.02103002741932869, 0.01898525469005108, 0.017620228230953217]","[0.1494154930114746, 0.11046427488327026, 0.11381521821022034, 0.10186240822076797, 0.09779521077871323, 0.1040227934718132, 0.09164192527532578, 0.08551540225744247, 0.08434035629034042, 0.09524696320295334]","[0.14160414040088654, 0.2439601868391037, 0.1355382800102234, 0.07030816376209259, 0.09085479378700256, 0.11022989451885223, 0.06177053600549698, 0.133611261844635, 0.12703727185726166, 0.11926288157701492]",45.44953632354736
single,22,"[0.039160918444395065, 0.02003718726336956, 0.017792047932744026, 0.017691031098365784, 0.015713196247816086, 0.013043396174907684, 0.011992371641099453, 0.013725163415074348, 0.0121703390032053, 0.01033102162182331]","[0.005776895210146904, 0.03517010807991028, 0.040911003947257996, 0.016530338674783707, 0.008634881116449833, 0.00705031119287014, 0.011821997351944447, 0.015164704993367195, 0.008064170368015766, 0.008078114129602909]","[0.15529072284698486, 0.11121343076229095, 0.1084941029548645, 0.10714130848646164, 0.10235539078712463, 0.09307704865932465, 0.08849874138832092, 0.09563219547271729, 0.08837878704071045, 0.08224734663963318]","[0.060974765568971634, 0.17966428399085999, 0.19516916573047638, 0.1169431135058403, 0.07872534543275833, 0.07006200402975082, 0.09361103177070618, 0.10984640568494797, 0.07613405585289001, 0.07614096999168396]",47.96105337142944
single,23,"[0.03754068538546562, 0.01683441363275051, 0.018935952335596085, 0.018029868602752686, 0.014147305861115456, 0.01612072065472603, 0.013316423632204533, 0.012364745140075684, 0.01328237634152174, 0.012342712841928005]","[0.013800366781651974, 0.034018587321043015, 0.032380569726228714, 0.016424251720309258, 0.011383645236492157, 0.005854625254869461, 0.012641350738704205, 0.00390886003151536, 0.0075202826410532, 0.014166709966957569]","[0.1538066416978836, 0.10443369299173355, 0.11459416896104813, 0.10920443385839462, 0.09796511381864548, 0.10116089880466461, 0.09351600706577301, 0.09050265699625015, 0.09507712721824646, 0.09210741519927979]","[0.10481661558151245, 0.17455799877643585, 0.1700189858675003, 0.11279013752937317, 0.09109850227832794, 0.06307333707809448, 0.09693869948387146, 0.047363635152578354, 0.07218720763921738, 0.10358062386512756]",47.38462424278259
single,24,"[0.043171703815460205, 0.02392932027578354, 0.021182771772146225, 0.014326532371342182, 0.013894280418753624, 0.015169953927397728, 0.01199387852102518, 0.012599214911460876, 0.013706915080547333, 0.00984174758195877]","[0.02182905189692974, 0.012857125140726566, 0.023291194811463356, 0.01123576145619154, 0.026862306520342827, 0.0050787911750376225, 0.01910034939646721, 0.005229297559708357, 0.004101010039448738, 0.020666833966970444]","[0.16309361159801483, 0.1262306123971939, 0.11177283525466919, 0.09550431370735168, 0.09625560790300369, 0.10123135894536972, 0.09016787260770798, 0.08991921693086624, 0.09554006159305573, 0.07941454648971558]","[0.13802963495254517, 0.10037443041801453, 0.14212992787361145, 0.09145596623420715, 0.15449127554893494, 0.059213005006313324, 0.12614157795906067, 0.06062832102179527, 0.054534073919057846, 0.13213901221752167]",46.71938610076904
single,25,"[0.03831665590405464, 0.020899102091789246, 0.017873330041766167, 0.015744293108582497, 0.012724807485938072, 0.015458488836884499, 0.012457854114472866, 0.012020294554531574, 0.012925035320222378, 0.011348753236234188]","[0.026885079219937325, 0.004789382219314575, 0.0424310602247715, 0.01096519734710455, 0.008317447267472744, 0.016817685216665268, 0.0031516053713858128, 0.020099341869354248, 0.007984333671629429, 0.01066045556217432]","[0.15311303734779358, 0.11631500720977783, 0.10621663928031921, 0.1032249853014946, 0.0966617614030838, 0.10501348227262497, 0.09131839126348495, 0.09169179201126099, 0.091429203748703, 0.08464642614126205]","[0.15548312664031982, 0.05472083389759064, 0.19892708957195282, 0.09020456671714783, 0.07603088766336441, 0.11728514730930328, 0.044472310692071915, 0.12873506546020508, 0.07471158355474472, 0.08777009695768356]",44.382765769958496
single,26,"[0.049565523862838745, 0.03098573163151741, 0.016979355365037918, 0.015987275168299675, 0.018050139769911766, 0.015540032647550106, 0.016159212216734886, 0.012176357209682465, 0.01207025907933712, 0.012307421304285526]","[0.02648928202688694, 0.021814269945025444, 0.02471332624554634, 0.006574234925210476, 0.013231825083494186, 0.015851983800530434, 0.011269730515778065, 0.01115043368190527, 0.00606599822640419, 0.00692746601998806]","[0.15732741355895996, 0.14106780290603638, 0.10514375567436218, 0.10324876010417938, 0.10590182989835739, 0.10110916942358017, 0.10782879590988159, 0.08865173161029816, 0.09163620322942734, 0.08541866391897202]","[0.15354542434215546, 0.13702350854873657, 0.14661815762519836, 0.0661947950720787, 0.09953632950782776, 0.11179009079933167, 0.09108112752437592, 0.09021803736686707, 0.06718485802412033, 0.07090996950864792]",45.80273604393005
single,27,"[0.032395362854003906, 0.022701220586895943, 0.016814084723591805, 0.016187245026230812, 0.014671982266008854, 0.012854169122874737, 0.013644315302371979, 0.013428838923573494, 0.011380278505384922, 0.011141090653836727]","[0.004562379326671362, 0.01921430416405201, 0.03204899653792381, 0.006231534760445356, 0.005157028790563345, 0.008159630931913853, 0.00907494593411684, 0.015037328004837036, 0.026342658326029778, 0.004758145194500685]","[0.13935498893260956, 0.1246323436498642, 0.1055285707116127, 0.1031094416975975, 0.0988580659031868, 0.0942196249961853, 0.0945105329155922, 0.09734705835580826, 0.08635477721691132, 0.08514156192541122]","[0.05272514373064041, 0.12692086398601532, 0.16898559033870697, 0.06355589628219604, 0.05810751020908356, 0.07428784668445587, 0.07955995202064514, 0.10675427317619324, 0.14970123767852783, 0.05858604609966278]",47.32459807395935
single,28,"[0.028228314593434334, 0.01880529150366783, 0.02030370943248272, 0.01806521601974964, 0.014061697758734226, 0.012478613294661045, 0.0125856539234519, 0.013693530112504959, 0.013965064659714699, 0.011970214545726776]","[0.026177024468779564, 0.007022102363407612, 0.013773574493825436, 0.004969961009919643, 0.004433412570506334, 0.01725458912551403, 0.003275462193414569, 0.020510073751211166, 0.014094971120357513, 0.006616365164518356]","[0.13303729891777039, 0.1100233942270279, 0.11716435104608536, 0.10995512455701828, 0.09958284348249435, 0.08852509409189224, 0.09040604531764984, 0.097140833735466, 0.09690698981285095, 0.0921337679028511]","[0.1524452269077301, 0.06805318593978882, 0.104060597717762, 0.05525214970111847, 0.053756408393383026, 0.11778543889522552, 0.04428314045071602, 0.13066492974758148, 0.10292308777570724, 0.06753814965486526]",49.0679943561554
single,29,"[0.042744118720293045, 0.022028684616088867, 0.019014660269021988, 0.015601982362568378, 0.013736855238676071, 0.012235108762979507, 0.01408291794359684, 0.013047256506979465, 0.012812785804271698, 0.011884543113410473]","[0.004778093192726374, 0.017779724672436714, 0.007296225056052208, 0.014033296145498753, 0.012451600283384323, 0.01552865281701088, 0.007521519903093576, 0.0038961642421782017, 0.0047103362157940865, 0.004576961509883404]","[0.16115757822990417, 0.12027180939912796, 0.11129206418991089, 0.10368257761001587, 0.09378068149089813, 0.08866091817617416, 0.09830409288406372, 0.09105727821588516, 0.08826493471860886, 0.08919057250022888]","[0.05462038144469261, 0.12282442301511765, 0.0710357204079628, 0.1052502915263176, 0.09618081152439117, 0.1100168228149414, 0.0719577968120575, 0.05317629873752594, 0.05873957276344299, 0.05719262734055519]",45.7867579460144
combined,0,"[0.0427427813410759, 0.021098783239722252, 0.018361134454607964, 0.01658025197684765, 0.01480933278799057, 0.009554478339850903, 0.013175174593925476, 0.015404158271849155, 0.012659642845392227, 0.011657442897558212]","[0.021345848217606544, 0.012209342792630196, 0.014426699839532375, 0.008021337911486626, 0.013200007379055023, 0.01338222250342369, 0.0035554482601583004, 0.005215213168412447, 0.014698069542646408, 0.005665254779160023]","[0.1548725962638855, 0.11821950227022171, 0.10884806513786316, 0.10772954672574997, 0.10022155195474625, 0.0801113098859787, 0.09469450265169144, 0.1044028028845787, 0.09229550510644913, 0.08683426678180695]","[0.13638131320476532, 0.09745249152183533, 0.10729020088911057, 0.07499577105045319, 0.10125938057899475, 0.1008254885673523, 0.04950837790966034, 0.06222061440348625, 0.10660915076732635, 0.06480883806943893]",49.9565486907959
combined,1,"[0.0354294516146183, 0.021224962547421455, 0.01664832793176174, 0.01628642901778221, 0.013777272775769234, 0.013903331942856312, 0.013257794082164764, 0.013882160186767578, 0.009696290828287601, 0.01172308437526226]","[0.03658601641654968, 0.013953057117760181, 0.009573046118021011, 0.007734609767794609, 0.019689686596393585, 0.014881988987326622, 0.011529984883964062, 0.007153857499361038, 0.011702886782586575, 0.0039219544269144535]","[0.1452285796403885, 0.11952246725559235, 0.10410238057374954, 0.10329139977693558, 0.09218311309814453, 0.10037173330783844, 0.09517529606819153, 0.09505308419466019, 0.08046124875545502, 0.09007293730974197]","[0.18352925777435303, 0.10522680729627609, 0.08302649110555649, 0.07369358837604523, 0.12923292815685272, 0.10910774767398834, 0.09286849200725555, 0.06903214752674103, 0.09319377690553665, 0.052691515535116196]",45.41064047813416
combined,2,"[0.04994579777121544, 0.02526799403131008, 0.016466882079839706, 0.01758268103003502, 0.019293496385216713, 0.012700573541224003, 0.01036655344069004, 0.011390005238354206, 0.012004884891211987, 0.011277942918241024]","[0.03580944240093231, 0.024930385872721672, 0.016507092863321304, 0.009471370838582516, 0.027257587760686874, 0.00500571308657527, 0.021076267585158348, 0.004674082156270742, 0.007786640897393227, 0.0084235779941082]","[0.174513041973114, 0.13344179093837738, 0.10635610669851303, 0.1096397414803505, 0.11198703944683075, 0.0945345088839531, 0.07783462107181549, 0.08561546355485916, 0.09075845777988434, 0.08467993885278702]","[0.1810598373413086, 0.14698626101016998, 0.11486627906560898, 0.08249825239181519, 0.15310172736644745, 0.05903760716319084, 0.1324293315410614, 0.058311041444540024, 0.07465793192386627, 0.07921548187732697]",47.88807559013367
