#mode,#try,loss,val_loss,mae,val_mae,train_time
combined,28,"[0.04727031663060188, 0.03041510283946991, 0.024889374151825905, 0.02552129700779915, 0.023946933448314667]","[0.04443053901195526, 0.007717046421021223, 0.023453352972865105, 0.0200052447617054, 0.009986011311411858]","[0.1742221862077713, 0.14045076072216034, 0.1289418339729309, 0.12870876491069794, 0.13105620443820953]","[0.20348873734474182, 0.07158457487821579, 0.1417132019996643, 0.12818637490272522, 0.08363287895917892]",19.303892135620117
combined,29,"[0.052143435925245285, 0.029457995668053627, 0.028427841141819954, 0.020470144227147102, 0.02538949064910412]","[0.03330294415354729, 0.023236285895109177, 0.013314914889633656, 0.012338228523731232, 0.004158249124884605]","[0.17734172940254211, 0.1372630000114441, 0.13633939623832703, 0.1155247837305069, 0.12943501770496368]","[0.17442820966243744, 0.1428404003381729, 0.10236526280641556, 0.09715281426906586, 0.049238670617341995]",20.511130809783936
combined,30,"[0.051211509853601456, 0.03573255613446236, 0.026556437835097313, 0.018222155049443245, 0.023030102252960205]","[0.02287054806947708, 0.01675335504114628, 0.014398038387298584, 0.012154015712440014, 0.01952804997563362]","[0.18538843095302582, 0.1471778005361557, 0.1328224390745163, 0.10800272226333618, 0.11767888069152832]","[0.14173756539821625, 0.1180180162191391, 0.10747024416923523, 0.09632191061973572, 0.12874464690685272]",19.532363176345825
combined,31,"[0.06503927707672119, 0.036772120743989944, 0.034476760774850845, 0.029210256412625313, 0.022230545058846474]","[0.04220021143555641, 0.011411227285861969, 0.015737084671854973, 0.008935177698731422, 0.008250362239778042]","[0.20275001227855682, 0.15378083288669586, 0.14544939994812012, 0.13839209079742432, 0.11625315248966217]","[0.19919131696224213, 0.0953715443611145, 0.1158180758357048, 0.0818328708410263, 0.07783233374357224]",18.700458765029907
combined,32,"[0.05788182094693184, 0.03563156723976135, 0.028630893677473068, 0.022625938057899475, 0.021379204466938972]","[0.016769954934716225, 0.014034762047231197, 0.013410895131528378, 0.004443897865712643, 0.010636080987751484]","[0.18729230761528015, 0.15005511045455933, 0.13252884149551392, 0.1243840754032135, 0.11547476798295975]","[0.11942195892333984, 0.10779286175966263, 0.1049128994345665, 0.05218168720602989, 0.09002432227134705]",19.41693878173828
combined,33,"[0.036575932055711746, 0.03424990177154541, 0.02306128665804863, 0.02279522269964218, 0.01847084052860737]","[0.0386069193482399, 0.023239130154252052, 0.016595087945461273, 0.01734922267496586, 0.013731121085584164]","[0.15716363489627838, 0.14865685999393463, 0.11909953504800797, 0.11996382474899292, 0.11217816919088364]","[0.18796376883983612, 0.14140595495700836, 0.11480412632226944, 0.11768951267004013, 0.10126965492963791]",18.790077924728394
combined,34,"[0.09798405319452286, 0.03786318004131317, 0.03589897230267525, 0.02414768561720848, 0.03073042258620262]","[0.043580204248428345, 0.03311692550778389, 0.02201763354241848, 0.013571254909038544, 0.014034498482942581]","[0.2417917102575302, 0.1530655175447464, 0.14797443151474, 0.12286612391471863, 0.13929691910743713]","[0.2017982304096222, 0.17347383499145508, 0.13706675171852112, 0.10124237835407257, 0.10220189392566681]",20.36498522758484
combined,35,"[0.04708519205451012, 0.028580890968441963, 0.024481607601046562, 0.025119531899690628, 0.02177463471889496]","[0.052646785974502563, 0.025555677711963654, 0.014706462621688843, 0.01706031523644924, 0.008939252234995365]","[0.17070434987545013, 0.13950461149215698, 0.11898554861545563, 0.1284455955028534, 0.11343864351511002]","[0.22267992794513702, 0.14964839816093445, 0.10709523409605026, 0.11709224432706833, 0.07844282686710358]",19.064523935317993
combined,36,"[0.05806265026330948, 0.03517613559961319, 0.03586795553565025, 0.027864892035722733, 0.024739570915699005]","[0.040155552327632904, 0.02352161705493927, 0.013007672503590584, 0.01774873025715351, 0.015034661628305912]","[0.1888357549905777, 0.15176835656166077, 0.14732664823532104, 0.13463462889194489, 0.11987367272377014]","[0.19408954679965973, 0.1455160230398178, 0.10368890315294266, 0.1248718723654747, 0.11329852044582367]",20.237162828445435
combined,37,"[0.05559714138507843, 0.03534437716007233, 0.030114613473415375, 0.02278824895620346, 0.02361167222261429]","[0.0124907111749053, 0.02544480189681053, 0.012364568188786507, 0.02036677487194538, 0.014490516856312752]","[0.19124551117420197, 0.1521049439907074, 0.1349850296974182, 0.12315656244754791, 0.12146420776844025]","[0.09909496456384659, 0.15083663165569305, 0.0991165041923523, 0.1333017498254776, 0.10943286120891571]",19.006576776504517
combined,38,"[0.06177239865064621, 0.034600093960762024, 0.02522491291165352, 0.028213704004883766, 0.022433090955018997]","[0.02482769638299942, 0.019523032009601593, 0.022574424743652344, 0.025722092017531395, 0.021733516827225685]","[0.1906348019838333, 0.14519618451595306, 0.12359108030796051, 0.1279195249080658, 0.11452554166316986]","[0.149497851729393, 0.13017965853214264, 0.1408773958683014, 0.1504790186882019, 0.13670995831489563]",18.679813146591187
combined,39,"[0.0692528784275055, 0.025663916021585464, 0.02771771140396595, 0.021302083507180214, 0.019813403487205505]","[0.011384997516870499, 0.010385890491306782, 0.010294643230736256, 0.0033005012664943933, 0.003287497442215681]","[0.20481133460998535, 0.12293491512537003, 0.13262058794498444, 0.1184508204460144, 0.11080369353294373]","[0.09298748522996902, 0.0878470242023468, 0.08729949593544006, 0.0425366535782814, 0.043110206723213196]",20.222464561462402
combined,40,"[0.048430923372507095, 0.027307286858558655, 0.02697119116783142, 0.021009448915719986, 0.021783463656902313]","[0.03479452431201935, 0.024852560833096504, 0.020047474652528763, 0.013612267561256886, 0.01247353944927454]","[0.17666754126548767, 0.13498233258724213, 0.1305745542049408, 0.11727243661880493, 0.11962838470935822]","[0.17972415685653687, 0.14985519647598267, 0.13302837312221527, 0.1063520610332489, 0.1008712500333786]",18.913501977920532
combined,41,"[0.06709334999322891, 0.04013700410723686, 0.030966071411967278, 0.023331595584750175, 0.02248804084956646]","[0.019681083038449287, 0.02343173325061798, 0.028989005833864212, 0.014879518188536167, 0.024295629933476448]","[0.2146489918231964, 0.1621883660554886, 0.14710193872451782, 0.11993876099586487, 0.12087246030569077]","[0.1297960877418518, 0.1434697061777115, 0.16191047430038452, 0.11045974493026733, 0.14673835039138794]",20.732707738876343
combined,42,"[0.05440949648618698, 0.03267033025622368, 0.02759808488190174, 0.025880727916955948, 0.024654844775795937]","[0.04498637095093727, 0.008926916867494583, 0.022558674216270447, 0.015597563236951828, 0.015524589456617832]","[0.18836380541324615, 0.145928293466568, 0.13415341079235077, 0.12285896390676498, 0.12296511232852936]","[0.20555241405963898, 0.08034230023622513, 0.14064623415470123, 0.11350056529045105, 0.11286558955907822]",19.10461449623108
combined,43,"[0.08449630439281464, 0.040720559656620026, 0.03651554882526398, 0.032527677714824677, 0.025615941733121872]","[0.04874897375702858, 0.030357226729393005, 0.03589490056037903, 0.02343377098441124, 0.010330235585570335]","[0.22631189227104187, 0.1581156700849533, 0.15495677292346954, 0.14792168140411377, 0.13431841135025024]","[0.21438296139240265, 0.16579677164554596, 0.18152904510498047, 0.14297881722450256, 0.08641854673624039]",18.85901165008545
combined,44,"[0.05610108748078346, 0.030265793204307556, 0.02761216089129448, 0.018374916166067123, 0.018699858337640762]","[0.020510518923401833, 0.010614574886858463, 0.010102104395627975, 0.00954673532396555, 0.008775356225669384]","[0.18869216740131378, 0.14034360647201538, 0.13399729132652283, 0.10895196348428726, 0.10803277790546417]","[0.13389034569263458, 0.08985905349254608, 0.08702748268842697, 0.08362922817468643, 0.07904524356126785]",19.122196912765503
combined,45,"[0.04504165053367615, 0.036857642233371735, 0.0282110758125782, 0.02669062837958336, 0.022440915927290916]","[0.031277135014534, 0.0229374710470438, 0.006345991510897875, 0.007014603819698095, 0.003028184873983264]","[0.17959967255592346, 0.1499844491481781, 0.13302353024482727, 0.13340871036052704, 0.12184558063745499]","[0.16801226139068604, 0.1407719850540161, 0.06388579308986664, 0.0680144801735878, 0.04108194261789322]",18.724165201187134
combined,46,"[0.09201084077358246, 0.039842911064624786, 0.03236466646194458, 0.025670183822512627, 0.02717963419854641]","[0.061832524836063385, 0.019358372315764427, 0.009971982799470425, 0.014532782137393951, 0.006896337494254112]","[0.22918765246868134, 0.16284111142158508, 0.14174829423427582, 0.12891137599945068, 0.12879014015197754]","[0.24352706968784332, 0.12995390594005585, 0.08681147545576096, 0.10944318771362305, 0.06743516772985458]",19.998602151870728
combined,47,"[0.06176970154047012, 0.032684456557035446, 0.026954973116517067, 0.022375743836164474, 0.025374630466103554]","[0.033476822078228, 0.012033211998641491, 0.015541265718638897, 0.009635436348617077, 0.010778279043734074]","[0.2021355926990509, 0.14747682213783264, 0.12668921053409576, 0.11867008358240128, 0.127679705619812]","[0.17487016320228577, 0.09562807530164719, 0.11183349788188934, 0.08301667869091034, 0.08885882794857025]",23.88022255897522
combined,48,"[0.0665154680609703, 0.03562900796532631, 0.02916189469397068, 0.028923213481903076, 0.019993163645267487]","[0.04010126739740372, 0.060103580355644226, 0.027357226237654686, 0.01807919330894947, 0.013186007738113403]","[0.2056134194135666, 0.15840132534503937, 0.1411040723323822, 0.13555091619491577, 0.1155962124466896]","[0.19317279756069183, 0.2389526069164276, 0.15577882528305054, 0.12185954302549362, 0.09930071234703064]",23.73654842376709
combined,49,"[0.037152912467718124, 0.02558760903775692, 0.022385481745004654, 0.024733873084187508, 0.01693609356880188]","[0.011049608699977398, 0.003192164236679673, 0.010384900495409966, 0.01009762566536665, 0.007411492057144642]","[0.15330497920513153, 0.12649103999137878, 0.11495042592287064, 0.1268041729927063, 0.10388543456792831]","[0.09378819167613983, 0.04360756650567055, 0.0905824601650238, 0.08915509283542633, 0.07334508746862411]",23.97990870475769
combined,50,"[0.0476250983774662, 0.028666336089372635, 0.025879668071866035, 0.029646243900060654, 0.020273476839065552]","[0.009761587716639042, 0.0077213020995259285, 0.0024970564991235733, 0.008811400271952152, 0.00531043391674757]","[0.18039385974407196, 0.13546909391880035, 0.12812797725200653, 0.13613511621952057, 0.11514859646558762]","[0.08461762964725494, 0.07279771566390991, 0.03850703313946724, 0.0794796496629715, 0.058392927050590515]",18.445878744125366
combined,51,"[0.054419729858636856, 0.03851431608200073, 0.028541073203086853, 0.022889545187354088, 0.016977626830339432]","[0.026552950963377953, 0.02899281121790409, 0.0179610475897789, 0.00786038488149643, 0.010765268467366695]","[0.18742811679840088, 0.1555945873260498, 0.12614506483078003, 0.12066374719142914, 0.10278782993555069]","[0.1537807136774063, 0.16116687655448914, 0.12221665680408478, 0.07346823066473007, 0.08848299086093903]",21.012211561203003
combined,52,"[0.05204705148935318, 0.027811480686068535, 0.030435282737016678, 0.024677010253071785, 0.01745433174073696]","[0.013835635036230087, 0.003763333661481738, 0.009094774723052979, 0.010649194940924644, 0.011026841588318348]","[0.17844542860984802, 0.13933634757995605, 0.1336282640695572, 0.12356701493263245, 0.10643941164016724]","[0.10610093921422958, 0.047881461679935455, 0.08314550668001175, 0.09224089980125427, 0.09388688206672668]",19.076918840408325
combined,53,"[0.055860038846731186, 0.031217556446790695, 0.03031044453382492, 0.021710891276597977, 0.024110401049256325]","[0.04003925994038582, 0.02111167460680008, 0.0120997354388237, 0.013233485631644726, 0.010711641050875187]","[0.1896846890449524, 0.142658993601799, 0.1413154900074005, 0.1137828677892685, 0.12204717099666595]","[0.19164250791072845, 0.13301126658916473, 0.09362274408340454, 0.09938966482877731, 0.08719176799058914]",20.07346820831299
combined,54,"[0.041265279054641724, 0.03270300477743149, 0.02350648120045662, 0.026128126308321953, 0.024951567873358727]","[0.011720608919858932, 0.0035135482903569937, 0.0219283290207386, 0.005932291503995657, 0.009957762435078621]","[0.1632107049226761, 0.14086177945137024, 0.12458977848291397, 0.13080599904060364, 0.1212923675775528]","[0.09549159556627274, 0.04519393667578697, 0.13961030542850494, 0.0629572942852974, 0.08746714890003204]",23.86258816719055
combined,55,"[0.06065372750163078, 0.03511657565832138, 0.032495755702257156, 0.0297294482588768, 0.02484685741364956]","[0.009507558308541775, 0.017032431438565254, 0.027628345414996147, 0.004515981301665306, 0.01228630356490612]","[0.18563511967658997, 0.15116144716739655, 0.14361558854579926, 0.13661636412143707, 0.12880665063858032]","[0.08378878235816956, 0.11973347514867783, 0.15724040567874908, 0.052759673446416855, 0.09769223630428314]",18.898136377334595
combined,56,"[0.08114134520292282, 0.03881466016173363, 0.025997642427682877, 0.02613048069179058, 0.025600358843803406]","[0.059735607355833054, 0.033554837107658386, 0.014871608465909958, 0.013766497373580933, 0.009287896566092968]","[0.22515299916267395, 0.1559579223394394, 0.1299974024295807, 0.12906095385551453, 0.12694111466407776]","[0.2388572245836258, 0.17549169063568115, 0.11013444513082504, 0.1047782376408577, 0.08141779154539108]",19.100116729736328
combined,57,"[0.03919747471809387, 0.028583288192749023, 0.02537662535905838, 0.0240518469363451, 0.021064981818199158]","[0.008691864088177681, 0.007530181668698788, 0.003405139083042741, 0.0037003885954618454, 0.007689928635954857]","[0.1601165384054184, 0.1317610740661621, 0.12540209293365479, 0.12084322422742844, 0.11493666470050812]","[0.07991817593574524, 0.07244747877120972, 0.0445021390914917, 0.0467798225581646, 0.07300374656915665]",18.63235878944397
combined,58,"[0.06580250710248947, 0.029924746602773666, 0.02774803340435028, 0.02234681509435177, 0.01960138976573944]","[0.0476350374519825, 0.019784260541200638, 0.01916487142443657, 0.028815599158406258, 0.022827669978141785]","[0.20541119575500488, 0.13679218292236328, 0.13658031821250916, 0.12192574888467789, 0.11256054788827896]","[0.21209290623664856, 0.13161827623844147, 0.12930579483509064, 0.162149578332901, 0.14204159379005432]",20.36469864845276
combined,59,"[0.05864858627319336, 0.03452257066965103, 0.02825426124036312, 0.02417430281639099, 0.02577759139239788]","[0.008296964690089226, 0.023276178166270256, 0.004711736459285021, 0.01271283533424139, 0.00902064424008131]","[0.19227096438407898, 0.14271824061870575, 0.1372632086277008, 0.12059970200061798, 0.12274305522441864]","[0.07446843385696411, 0.1412687748670578, 0.052644144743680954, 0.09749212116003036, 0.07938225567340851]",18.853473663330078
combined,60,"[0.056472428143024445, 0.033687081187963486, 0.031168369576334953, 0.01851367950439453, 0.01963154785335064]","[0.026697777211666107, 0.010023204609751701, 0.006146715953946114, 0.005557766184210777, 0.014523678459227085]","[0.1863313466310501, 0.14601550996303558, 0.14291022717952728, 0.11029275506734848, 0.114700086414814]","[0.15404918789863586, 0.08530265092849731, 0.06319192051887512, 0.05972106754779816, 0.10755746811628342]",23.646753072738647
combined,61,"[0.041470061987638474, 0.03320499137043953, 0.026720890775322914, 0.02312835119664669, 0.019852513447403908]","[0.018265407532453537, 0.004503302741795778, 0.008914134465157986, 0.00983173307031393, 0.012449737638235092]","[0.15489445626735687, 0.14621123671531677, 0.12766391038894653, 0.12393969297409058, 0.11301839351654053]","[0.12490196526050568, 0.0524379126727581, 0.07929360121488571, 0.0839485451579094, 0.09759823977947235]",19.035160541534424
combined,62,"[0.053044237196445465, 0.03345426917076111, 0.02998162992298603, 0.024668628349900246, 0.022901443764567375]","[0.003946049604564905, 0.00764362933114171, 0.011333046481013298, 0.006322343368083239, 0.0105075528845191]","[0.1724228411912918, 0.13763967156410217, 0.13082435727119446, 0.1282486468553543, 0.12196434289216995]","[0.04903307557106018, 0.07274708896875381, 0.09360456466674805, 0.0646381676197052, 0.08861588686704636]",18.34289264678955
combined,63,"[0.04142283648252487, 0.026395220309495926, 0.025526132434606552, 0.025427987799048424, 0.023345597088336945]","[0.017277030274271965, 0.02990933693945408, 0.015393150970339775, 0.021120846271514893, 0.028016747906804085]","[0.16293101012706757, 0.13186576962471008, 0.13006481528282166, 0.1284741312265396, 0.11936221271753311]","[0.12237701565027237, 0.16660362482070923, 0.11504188925027847, 0.13754697144031525, 0.16051708161830902]",24.999166250228882
combined,64,"[0.060291606932878494, 0.02592579275369644, 0.02770627662539482, 0.023956643417477608, 0.01909674145281315]","[0.02925334870815277, 0.017101086676120758, 0.01795324869453907, 0.007666536141186953, 0.006753250490874052]","[0.19397950172424316, 0.13023102283477783, 0.12969212234020233, 0.1265145242214203, 0.11036701500415802]","[0.16382698714733124, 0.12128537893295288, 0.12469694763422012, 0.0741337463259697, 0.06844323128461838]",18.561172485351562
combined,65,"[0.06199559569358826, 0.03389546275138855, 0.026772858574986458, 0.027966441586613655, 0.024818584322929382]","[0.022540463134646416, 0.00800278689712286, 0.006955335848033428, 0.008088166825473309, 0.006609125062823296]","[0.19038797914981842, 0.14745818078517914, 0.13290131092071533, 0.13197940587997437, 0.13184192776679993]","[0.1402181088924408, 0.07396338135004044, 0.06824177503585815, 0.07492984086275101, 0.06644585728645325]",19.904401540756226
combined,66,"[0.060534313321113586, 0.030537746846675873, 0.024606924504041672, 0.020861878991127014, 0.021032415330410004]","[0.011730710044503212, 0.018413688987493515, 0.012314117513597012, 0.014553936198353767, 0.023510197177529335]","[0.19477413594722748, 0.14246207475662231, 0.1224651113152504, 0.11953208595514297, 0.11642785370349884]","[0.09549427032470703, 0.12586793303489685, 0.0991540178656578, 0.1100844219326973, 0.14461813867092133]",23.803061485290527
combined,67,"[0.04585481062531471, 0.027545973658561707, 0.02971162274479866, 0.020830873399972916, 0.019721459597349167]","[0.02508741058409214, 0.010328908450901508, 0.014172105118632317, 0.013210558332502842, 0.011767040006816387]","[0.16383059322834015, 0.13697724044322968, 0.140703946352005, 0.11916550993919373, 0.11165405064821243]","[0.14979514479637146, 0.0881919413805008, 0.10782517492771149, 0.10364390909671783, 0.09706507623195648]",19.523722648620605
combined,68,"[0.057597171515226364, 0.03981206193566322, 0.029243439435958862, 0.031201038509607315, 0.021524852141737938]","[0.05610638111829758, 0.07568686455488205, 0.029628362506628036, 0.01692476123571396, 0.007566499523818493]","[0.19422580301761627, 0.1599670648574829, 0.13890662789344788, 0.14260435104370117, 0.11694271117448807]","[0.23013146221637726, 0.2686390280723572, 0.1615557223558426, 0.11550706624984741, 0.06991568207740784]",19.11133646965027
combined,69,"[0.03500007465481758, 0.021406522020697594, 0.018694352358579636, 0.017647506669163704, 0.019455060362815857]","[0.011552060022950172, 0.013262329623103142, 0.007875531911849976, 0.013201665133237839, 0.014371843077242374]","[0.15367020666599274, 0.11777961254119873, 0.11088346689939499, 0.11129207164049149, 0.11461963504552841]","[0.0933438390493393, 0.10173311084508896, 0.07303512841463089, 0.10107184201478958, 0.10592785477638245]",18.373456954956055
combined,70,"[0.058789145201444626, 0.03774739429354668, 0.03514201194047928, 0.027162358164787292, 0.023492533713579178]","[0.03080236352980137, 0.015115396119654179, 0.014767692424356937, 0.004035779740661383, 0.006215881090611219]","[0.19369199872016907, 0.16442489624023438, 0.15288633108139038, 0.13257504999637604, 0.11895459145307541]","[0.1659322828054428, 0.10897527635097504, 0.10664694756269455, 0.045720335096120834, 0.06289906799793243]",19.806503772735596
combined,71,"[0.08388962596654892, 0.03486182540655136, 0.024595903232693672, 0.025400476530194283, 0.026434876024723053]","[0.03070596419274807, 0.02815653383731842, 0.0033011636696755886, 0.013974126428365707, 0.020500635728240013]","[0.2262980043888092, 0.14931809902191162, 0.12575432658195496, 0.13381345570087433, 0.12494392693042755]","[0.16796863079071045, 0.1598653942346573, 0.04273322597146034, 0.10600635409355164, 0.1327153742313385]",18.401098489761353
combined,72,"[0.04837958142161369, 0.02815101481974125, 0.029123323038220406, 0.02370530553162098, 0.018529098480939865]","[0.010087152011692524, 0.00995023176074028, 0.019739793613553047, 0.01207235362380743, 0.017785780131816864]","[0.1692907214164734, 0.13125969469547272, 0.13432744145393372, 0.12371424585580826, 0.10864532738924026]","[0.08653246611356735, 0.08580861240625381, 0.13107044994831085, 0.09779882431030273, 0.1235227882862091]",25.042107343673706
combined,73,"[0.07638584077358246, 0.03790315240621567, 0.02696976251900196, 0.02657288871705532, 0.022513138130307198]","[0.04257965460419655, 0.06490670144557953, 0.017814315855503082, 0.02100112847983837, 0.019080737605690956]","[0.21094387769699097, 0.15187634527683258, 0.12727802991867065, 0.13219906389713287, 0.11969612538814545]","[0.19944870471954346, 0.24906331300735474, 0.12348850071430206, 0.13510116934776306, 0.1276172548532486]",18.73914098739624
combined,74,"[0.06065903231501579, 0.033824387937784195, 0.033923499286174774, 0.02547416090965271, 0.0243206936866045]","[0.03443681821227074, 0.02744555100798607, 0.009875237941741943, 0.008611285127699375, 0.006451766472309828]","[0.19019900262355804, 0.14920683205127716, 0.1498623639345169, 0.13130176067352295, 0.1250295788049698]","[0.17694410681724548, 0.15534986555576324, 0.0826362818479538, 0.07610635459423065, 0.06372366100549698]",18.65279793739319
combined,75,"[0.07353653758764267, 0.030675072222948074, 0.029340993613004684, 0.020913420245051384, 0.023889735341072083]","[0.028446320444345474, 0.009976457804441452, 0.008940710686147213, 0.022113222628831863, 0.012597553431987762]","[0.2142498791217804, 0.14451926946640015, 0.1333400458097458, 0.1127714216709137, 0.122660331428051]","[0.16035081446170807, 0.0859273374080658, 0.07971575111150742, 0.1383144110441208, 0.09815516322851181]",19.085123300552368
combined,76,"[0.0684938058257103, 0.03552880883216858, 0.025475097820162773, 0.024580033496022224, 0.022827940061688423]","[0.0238094050437212, 0.02050943672657013, 0.01731584221124649, 0.007116002030670643, 0.013114780187606812]","[0.2043764591217041, 0.14790822565555573, 0.13035118579864502, 0.12346922606229782, 0.11992964893579483]","[0.14510081708431244, 0.13336694240570068, 0.12071102112531662, 0.06949968636035919, 0.10092967748641968]",18.898097038269043
combined,77,"[0.06400075554847717, 0.043864231556653976, 0.026606978848576546, 0.0283591840416193, 0.02438925765454769]","[0.05765540525317192, 0.031756654381752014, 0.04454008862376213, 0.018625102937221527, 0.01898844726383686]","[0.19863952696323395, 0.16732878983020782, 0.13267619907855988, 0.13109447062015533, 0.1240527331829071]","[0.23430614173412323, 0.1705063283443451, 0.204337477684021, 0.12609905004501343, 0.12721212208271027]",19.849376916885376
combined,78,"[0.056876279413700104, 0.03123616799712181, 0.02681979164481163, 0.02218499779701233, 0.02239801548421383]","[0.026868704706430435, 0.004646075889468193, 0.009219017811119556, 0.011694397777318954, 0.0031758469995111227]","[0.18473993241786957, 0.14480853080749512, 0.13670501112937927, 0.11734059453010559, 0.12097617238759995]","[0.1542506217956543, 0.0529114231467247, 0.0807013213634491, 0.09357531368732452, 0.04113755375146866]",23.83718514442444
combined,79,"[0.048758890479803085, 0.03187389671802521, 0.028954502195119858, 0.025035079568624496, 0.021767523139715195]","[0.029941217973828316, 0.018589548766613007, 0.012234963476657867, 0.00811097677797079, 0.0050405957736074924]","[0.1761929839849472, 0.14158399403095245, 0.13445208966732025, 0.12528376281261444, 0.11793436855077744]","[0.1645916849374771, 0.12545931339263916, 0.09697666019201279, 0.07512558251619339, 0.05553027614951134]",19.77462863922119
combined,80,"[0.042652346193790436, 0.02831999957561493, 0.02267853543162346, 0.023845508694648743, 0.024879414588212967]","[0.0025853500701487064, 0.0100451884791255, 0.005787378177046776, 0.012510317377746105, 0.012951347045600414]","[0.15471374988555908, 0.13009370863437653, 0.12328603118658066, 0.12110555917024612, 0.12253258377313614]","[0.03795122727751732, 0.08840173482894897, 0.06243104860186577, 0.10114172101020813, 0.10333612561225891]",23.81984782218933
combined,81,"[0.07075151056051254, 0.037289805710315704, 0.0244905985891819, 0.026460224762558937, 0.024719156324863434]","[0.009010150097310543, 0.03470966964960098, 0.02122589759528637, 0.01397071871906519, 0.021511390805244446]","[0.20411416888237, 0.15712618827819824, 0.1321534961462021, 0.12886668741703033, 0.12150696665048599]","[0.07877285778522491, 0.17753015458583832, 0.13447332382202148, 0.10434412956237793, 0.13545601069927216]",18.20559549331665
combined,82,"[0.08719919621944427, 0.03782365471124649, 0.033954866230487823, 0.02504451386630535, 0.028070274740457535]","[0.03943450748920441, 0.012141295708715916, 0.006563698407262564, 0.017006535083055496, 0.026497934013605118]","[0.22487419843673706, 0.15857581794261932, 0.14986951649188995, 0.12563733756542206, 0.13641324639320374]","[0.19122223556041718, 0.09714565426111221, 0.0645429790019989, 0.1185264065861702, 0.1530403196811676]",20.178454160690308
combined,83,"[0.10175850242376328, 0.042279522866010666, 0.03725418820977211, 0.02512362413108349, 0.023439012467861176]","[0.0361490398645401, 0.026014892384409904, 0.01755352132022381, 0.018328063189983368, 0.008820276707410812]","[0.24714039266109467, 0.17051108181476593, 0.15159021317958832, 0.12525446712970734, 0.1229986771941185]","[0.18269160389900208, 0.15226596593856812, 0.12106768041849136, 0.1237746998667717, 0.07850827276706696]",18.400027751922607
combined,84,"[0.05162874609231949, 0.034717123955488205, 0.03400109335780144, 0.02311428263783455, 0.022012555971741676]","[0.053872086107730865, 0.0231331717222929, 0.028412260115146637, 0.032217394560575485, 0.03146093711256981]","[0.18918892741203308, 0.14389201998710632, 0.14969874918460846, 0.12046075612306595, 0.11938373744487762]","[0.22666169703006744, 0.1439683735370636, 0.16149872541427612, 0.17288492619991302, 0.17070406675338745]",19.532833099365234
combined,85,"[0.051439326256513596, 0.028506487607955933, 0.02343987114727497, 0.023789312690496445, 0.020963579416275024]","[0.02556336298584938, 0.016697222366929054, 0.010774792172014713, 0.007470327895134687, 0.006748849526047707]","[0.17737677693367004, 0.14030717313289642, 0.12072188407182693, 0.1207769513130188, 0.11528222262859344]","[0.14994585514068604, 0.11544013023376465, 0.08810726553201675, 0.07093490660190582, 0.0668521448969841]",19.133344650268555
combined,86,"[0.05929392948746681, 0.03517884761095047, 0.0317697636783123, 0.027145732194185257, 0.02660481445491314]","[0.038055047392845154, 0.04477623477578163, 0.014900021255016327, 0.0157222468405962, 0.007746448274701834]","[0.18876945972442627, 0.1544778048992157, 0.1374807357788086, 0.13096056878566742, 0.1314133107662201]","[0.18748700618743896, 0.2044629603624344, 0.10982134193181992, 0.1143718883395195, 0.07351113855838776]",18.227680444717407
combined,87,"[0.06237464398145676, 0.03963257372379303, 0.032637786120176315, 0.02469480223953724, 0.02146190218627453]","[0.025043541565537453, 0.004304947797209024, 0.016588404774665833, 0.022003142163157463, 0.025396645069122314]","[0.2048008292913437, 0.16147685050964355, 0.14526183903217316, 0.12589968740940094, 0.11258116364479065]","[0.1501290500164032, 0.05128976330161095, 0.12030421197414398, 0.14101707935333252, 0.15183092653751373]",19.810752153396606
combined,88,"[0.058790747076272964, 0.03532736375927925, 0.03582087904214859, 0.02815411612391472, 0.02301660180091858]","[0.01724124699831009, 0.01740373857319355, 0.013282181695103645, 0.01504941564053297, 0.011790763586759567]","[0.19668914377689362, 0.15026767551898956, 0.14933879673480988, 0.12921062111854553, 0.11851699650287628]","[0.12139201909303665, 0.12177981436252594, 0.1043657585978508, 0.11233485490083694, 0.09735730290412903]",23.743341207504272
combined,89,"[0.0609407015144825, 0.03791850805282593, 0.032530345022678375, 0.02775499038398266, 0.02738245576620102]","[0.03896385058760643, 0.019255321472883224, 0.013045135885477066, 0.008119134232401848, 0.006918455474078655]","[0.19736452400684357, 0.1564899981021881, 0.1431487798690796, 0.134587824344635, 0.13167178630828857]","[0.19021305441856384, 0.12790873646736145, 0.10022848099470139, 0.07298679649829865, 0.06621932238340378]",19.40063238143921
combined,90,"[0.05958937481045723, 0.03951472416520119, 0.0310028288513422, 0.027028895914554596, 0.021899385377764702]","[0.045404158532619476, 0.0346495546400547, 0.009921618737280369, 0.013491319492459297, 0.019841035827994347]","[0.19206316769123077, 0.16127197444438934, 0.1423492431640625, 0.13437852263450623, 0.12189286202192307]","[0.2069564014673233, 0.1789962649345398, 0.08601119369268417, 0.1044749915599823, 0.13107913732528687]",18.803504943847656
combined,91,"[0.04815274104475975, 0.033003970980644226, 0.030945193022489548, 0.02521424926817417, 0.022591905668377876]","[0.02579611912369728, 0.009908557869493961, 0.012261112220585346, 0.012545538134872913, 0.011729015037417412]","[0.18221481144428253, 0.14285266399383545, 0.13922199606895447, 0.12628860771656036, 0.11575515568256378]","[0.1529872864484787, 0.08670997619628906, 0.09968680143356323, 0.10198941081762314, 0.09775664657354355]",18.64846110343933
